text,label
Next Year going to fly to Amerika. Yaay.,positive
"@deepbluesealove No, but one of the young talented drivers won which is delightful.",positive
"Do I have mean face? People always smile at Cory, not at me!",negative
if i don't get a text tomorrow ill be pisssssseddddddd. srsly. i want my black hoodie back!,negative
"@fatinjendol haha, why are you sad?",negative
"@JasmineDarkly Great idea, get your favorite Sims their own Twitter accounts. Dogs &amp; cats tweet here, why not Sims?  #sims3",positive
@gracedent Freddie to win and when you on BBlb please ask for oyr Lf back,positive
"Despite my best efforts to be very quiet, I've failed hardcore.... &quot;oops&quot;",positive
all homo blood.,negative
@iamsundae I love that song... The video was just on mtvjams,positive
@Jimmymusic woah that's a high temperature!! Get well soon!,positive
@Killaya aww man I'm sorry to hear that.  I need to get a job too. &gt;_&lt;,negative
is sad he missed Shinedown in London last night,negative
@guybatty Sorry to hear that  get well soon and sleep well X,negative
Im such a bad girl.,negative
went to Yogurt Fun for some yogurt fun,positive
Do you have a good posture? Here's 13 Practical Tips To Improving Your Posture  http://bit.ly/VK5E #health,positive
Good Night everyone  I have an amazing video idea. Might start on it tomorrow. I hope it reaches a good amount of views. Help me out :p,positive
"@Snyper11 Yep, that'll teach me to not listen to you!! I didn't get to sleep till about 3am, I was very grumpy this morning",negative
crappy lighting conditions today and i need to take photos,negative
This has been one of the best weekends in quite a while...,positive
"8:11am, gotta get up and go to work",negative
@kassem_fci life is so boring. But i got a great time concentrating and taking better actions. BTW I missed u n @ahmedhosam,positive
I WANNA BE ON IT,negative
@SM0KEAL0T that was you ok!  i knew it was from someone on here haha.,positive
Ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!,positive
Good Morning Friends!!  Let's make it a Super Saturday!  I'm starting it out with an early morning SPA facial,positive
@geekigirl Another contest that I can't enter,negative
Bill Withers &quot;Lovely Day&quot; â« http://twt.fm/144033 just one look at you and I know itÂ´s gonna be a lovely day...,positive
Dont you hate when u take a bite of an apple and its nasty?im a very sad panda now,negative
@andy_murray they must be reallly sweaty cause whenever he bends over to serve u can c sweat dripping from it,positive
Cannot figure this out at all,negative
@starz1984 Stop copying my hardcore movie review style.,positive
"@athinkingman Yeah, that's true. And moats &amp; dodgy expenses sometimes as well",positive
"@danlopez2012 Geez Dan, took me a minute to realize you were talking about dog food. Sounded good at first",positive
@kricket_rc234 jomari's shoutout for AP....it's with me. i'm still learning how to upload videos. hehehe  senxa na,positive
"@nishig I read it on Videogum, but it rang true, especially tonight, since I'm going to an all-ages show.  Also, LULZ at URANUS.",negative
Finding myself working again on what is supposed to be my day off.,negative
@eatonmatt You know me to well. A drink was my first thought... I went with the Ibuprofen instead! I didn't have limes,negative
still sitting here sweating my arse off. atleast hearing &quot; One Night In Bangkok&quot; @ Woodman's helped take my mind off the fricken humidity,negative
@jensen_ackles Vegemite is awesome!!! So nice on toast,positive
@suupatrout I'll grab them as soon as I has more monies,positive
Revision day  last 4 exams this week kidddds. (Y) x,negative
Eating at Tijuana Flats then taking Jim to the airport.,negative
"ok, time to get back to the torture  bbl!",positive
@kolpator the problem is  you really wanna go or not ?,positive
on my hiptop,positive
@ali_rice44 haha noooo miah is my cousin  rebekahs niece. She's so cuteee,positive
i really wanna see @taylorswift13 in chicago on october ninth or tenth. too bad my mom ruins everything.  i need to some major bribing.,negative
@PaoMiami OMG SHE DIED?!,negative
is missing somebody na  http://plurk.com/p/x63p2,negative
"@adamrocks socks, shoes, feet sweat...I'm glad you have kes",positive
my first unpleasant experience at starbucks happened today,negative
@Olli87 glad you found wlan at Munich central station,positive
I got to make some photos.  I got to make new layout for my blog.  I miss my class.. The end of us.,negative
The pieces of my heart are so small they can never be fixed back together..ever again,negative
Waiting for my day to begin  http://myloc.me/57r,positive
@katyperry @Duffers917  follow me,positive
my car diedd  idk howw. poor little santa fe,negative
@stereobrow was in the city just yet... confirmed my beliefs about jackets again: So sad... So sad  http://i42.. http://tinyurl.com/pnrwr6,negative
We r suppose to be more than just twitter buddies  LOL. @singduke,negative
@Boyzonetour09 cant wait til glasgow on the 12th june  xxxxx,positive
@TomFelton Voted for you Tom.  Good luck!,positive
is packing for her trip home..,negative
@samknoll Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,positive
@Lainett now i am haha i'm homesick already,negative
Goodnight tweeps - I'm tired. Catch ya later,positive
"BTW, My husband took me to dinner, a Sci Fi movie &amp; to the beach to kiss in the pouring rain.  Thank you, God, for this man!   So in love",positive
Hudson is cracking me up this morning.,positive
"@mrigazio - No real workouts, just can't sit still! Run, hike, &amp; surf to balance out the beverage consumption  1 marathon by EOY though.",positive
Someone come with me to my tattoo apt at 530,negative
@matrixvampire i was expecting a reply from you  third in the list,positive
On the couch with Koel on Headlines Today with @ShashiTharoor  he gives a leadership expression like Obama..!!,positive
Gmorning twitters,positive
on [v] they sed its possible blink 182 might tour austraila in january.  can only hope aye.,positive
"@kerryn8 Thanks, appreciate your feedback",positive
@mitchelmusso I even love speed dial,positive
just got World of Goo for the Wii after having looked at it for a very long time. It's gorgeous but I'm stuck on the 4th level...,negative
http://twitpic.com/8dfur - my fingers were super swollen this morning! . . worse than normal. ouch.,negative
@iamafreak you should think a little bit more positive!,positive
hardwork day,negative
@TheSUPERGIRL im with ya on being your self an no one else! im like wise and wouldn't have it any other way! i don't like the fake ones,positive
mmmmm garlic bread,positive
Headache and yardwork = miserable hell,negative
@nicalycab No ability to buy used phones off our site at this time,negative
@JEFFHARDYBRAND See you at the show tomorrow.,positive
almost time for tip off! GOOOOOO CAVS!!!!!!!!!!!!!!!!!!!!!!!!,positive
naww i love you too angie,positive
@Megs12321 Terribly! I was considering doing it today but.....my laptops bust!   I CANT LIVE WITHOUT IT!!!! Love you lots freak x x x x x,negative
a lot of my friends are teachers and i see them whine that summer v couldnt come any sooner. makes me wonder if my teachers did the same,negative
Bummed about the big michigan loss...,negative
@jalski and i remember you celebrating on wifi mode at shell while you were having your car fueled on gasoline. You techie fan!,positive
Ya know they said there would never be a black man in the whitehouse...pigs would fly they said..well swine flu!,positive
great night last night...disappointed to see that someone posted the winner of BGT on facebook  listening to @darrylmorris now on xfm #fb,negative
follow me,positive
Why do I drink energy drinks at midnight?,negative
@andrea3k it's worth being arrested for,positive
I always miss Dodgers walk-offs,negative
I will revolt when I have to pay for my broadband. Apparently there are too many of us and being added each day that the &quot;hogs&quot; will pay.,negative
@davidarchie omg we have sooo much in common i have ADD tooo!  well thats what everyone tells me lol,positive
major headache,negative
I am coming home to watch Transformers tomorrow.,positive
@Oddriana_RutRoh I am sorry for enraging you,negative
@Dj2tone &amp; @jaygetsbusy BBQ Was A Success!!! Be On The Look-Out For @JayGetsBusy PizzaParty!!,positive
my eyes are painful  whenever i look at the screen.,negative
@WOTN The mind is a terrible thing to waste...   #militarymon,positive
@Sarawrr_x don't forget the lightning too!,positive
TGIF it is   I so don't wanna be on the other side of the world now,positive
thinls she should get outta bed......but..she doesnt wanna,negative
@SunsWebmaster   wish I could make it out there for that party,negative
"Rain, rain go away",negative
"@TheBeautyChick3 They didn't have BNB when I went, I wanted to see it!!!   Nice haul chickie!",negative
I like people (for the most part...) but they sure are hard to deal with sometimes.  I prefer dogs and toddlers...for today at least,positive
@DIAMONIQUE909 take your ass home and to sleep!,positive
First store on record store day was ok...got the smiths 7&quot; and slayer 7&quot;. They didn't even get the gaslight 10&quot; in,negative
@DivadNhoj1981 Aww..than you J.D,positive
should've said &quot;no&quot; to cheesecake,negative
"Oral mock exam in Religious instruction and Ethics this friday  Preparing, shhh...",negative
Photo: looneynerd: Dang. Iâm going on 930. I post too much.  But YAY BRANDON! http://tumblr.com/xzx22px3i,negative
I prefer taking the train home.makes manhatten seem another world.Plus dude is driving too fast.I'm scared,negative
Going in the kitchen to cook the fam bam breakfast,positive
@BUMMS saw your version of the haka on you're website- mucho funny,positive
I am hungry; and bored so will be posting alot of posts,positive
@EmperorHyperion i know  that was my first thought when i saw it was his bday,negative
"&amp;&amp; im qettinq ready for a nite out in new haven with my better half  &amp;&amp; Happy b-day Lynnette. We deff is qettinq it in 2nite, Luv u!",positive
JONAS BROTHERS ALBUM IS OUT!!!!! GO BUY A COPY!!!!! NO BUY SEVEN COPIES!!!!!!,positive
Very sad the family home that i spent many happy years in is now up for sale   http://tinyurl.com/ncbmmo,negative
@lil_shortcake14 Are you online dearest? I don't know if my messages are going through.,negative
"@Sam_Symons Aha lucky! Its 11.30am here, got ages..!",negative
"@TheHuntley Have a really Happy Birthday, Catherine.  Wishing you every happiness  xxx",positive
4-0 ...okay really the Penguins must so be humiliated...,positive
Teaching my electronically challenged wife how to use Twitter.,positive
nervous all the time,negative
Well I'm off to hobnob with a few Ravellers in the flesh at Gems Cafe in Randwick (The Spot). Great company &amp; tons of chat  #Ravelry,positive
"On my way to school in oxfordshire, happy that my day ends at 11:40 AM today due to me being off games for another 6 months",negative
@sammi_jade so your 1 of us too!!!! i always thot u went to bed early chick.so annoying not bein able to sleep,negative
Just look at their outfits  ? http://blip.fm/~7bckj,positive
is with his bubiee,positive
@MrsMcMahon I'd say watch dollhouse. Relax &amp; then get ur beauty sleep,positive
@bithaze you sir are harder and harder to get a hold of,negative
"@Julianneianne just get naked, it's fun",positive
@PerezHilton oh wow,positive
"BRB, gonna brush my teeth!",positive
@MarioSoulTruth Can u do another one? I really would like a call 2.,negative
Played a concert this afternoon. My allergy meds made my mouth all dry.,negative
"@don_s Thanks! @zwamkat No pain, but more wisdom",positive
Think im gonna watch Mumbi Calling! It looks really funny!,positive
Enjoying a peaceful and relaxing sunday.,positive
"@SheeqS if you refer to cold shower, i dont. There's more thing to life than sex.",positive
i dont know what to writeeee,negative
twitter is good therapy for me it stops me from talking to myself,positive
i want them to say OKAY!!,negative
@RobDyrdek Where/When can we hear the song you did w/ @johncmayer?  THAT I have to hear!!!!!,positive
MTV Awards @h0llyhart 's house.  eminem. &lt;3.,positive
Lykke Li  But its all about Lady Gaga &amp;&amp; Fashion,positive
Ok still disappointed with fake 17 Again torrent  I SHOULD'VE WAITED FOR THE ORIGINAL ONE AISH!,negative
@rmulle We have a fun social Webcast now with other Twitter users at http://awebguy.com/salads -- It is about being social.,positive
oh the new yoko track got me gettin' down and lovin' it. and i'm chatting with hl. perfect!!!,positive
"yikes, what a day! worked from 11 to 6 then came up and just fell asleep! finally woke up but i still feel tired",negative
Morning! I probobly should study.... Again,negative
@dude4real you're alive!,positive
Oooohh @RWildThing on tellybox now,positive
@LisaNBC Yersh the Qwooolest!!! Say Hhhhhi to Marrjshh for me! haha,positive
it might be a lil while longer with mom  oh well as long as i get to see her.. love you mommy!,negative
@lachy12 I get better speeds when I'm speed limited...on Optus  #optusisntthatbad,positive
Why must this britney biitch keep followin me! I dont wanna see ur ass suckin on sum dick!!! dammit!,positive
poor @mmitchelldaviss,negative
@_writersblock_ maybe they have tooth shaped post-its now...dentists use them im sure,positive
"@jackalltimelow http://twitpic.com/41rvz - damn alex, i hate your face it's too cute and makes me melt all the time",positive
"oh dear , it is still expected that i will work. This is going to take some getting used to",positive
chilling at the casa,positive
"@CommentLuv yeah, i agree, but nice idea for a site. You can download all the posters tho as PDF's, which is 'nice'",positive
http://twitpic.com/7iihv - woo! just finished my drawing of @ChrystinaSayers,positive
on my way home and its pouring! not gonna be a good day,negative
Wearing a white tank with MAGICal stars and a Superman little tee shirt over that AND a skirt with the #7,positive
@alex_mayorga Gears doesn't support 3.5 yet,negative
Okay. Away from twitter till I finish at least three of these interviews.. which will probably be never.,negative
Good day; chilling with Bean now.,positive
Omg! Watching independence day scares me! What if aliens aren't friendly!,negative
Sweet Dreams,positive
Omg im so excited for New Moon after the sneak peak of the trailer,positive
@mimiwinfrey Happy belated birthday.,positive
@Dezz_MCR  just here...talking to lori  and u?,positive
@Disasterguy13 Montana has sopme awesome stuff also ...,positive
I'm home from a lovely night. I love mezze,positive
i cant wait til tommorow cuz' im going on my first date since i broke up with him,positive
Its raining here!!! you wanna know how I know that w/o leaving the room.. the power gets cut and the DTH stops working!,negative
@ItsTopCat Mavs in 7.  I just have a bad feeling about it.,negative
Beautiful Friday today. Too bad I'll be stuck inside for most of it,negative
Had some ask me to make their site rank 1st in google for the word printing... Where do people get their information?,negative
I just got bashed on Bebo by someone I don't have anything to do with. I'm not really sure why...,negative
@ltizz I do that every time I use the bathroom,positive
I effin' wonder how it's like to live #inaperfectworld. Maybe there I can call you mine again.,negative
My arms look stupidly orange compared to the rest of my body  @hannahbananala @ABowlesy,negative
@FiberDeviant Even I am waiting for the invite code. Can hardly wait.,positive
@evan just trying to help your career.,negative
Its someone is my family's birthday today i just cant think of who. And i cant sleep.,negative
about to head back to LA... but just for a short period of time!!,positive
@hannaheastwood yeah it is a shame... i can't stalk you,negative
i meant this thursday...test is thursday.  if i dont pass i lose my job maybe,negative
@sannypedersen fuck it! I hate being poor! Look at the vid I put on my facebookprofile and comment what you think there  I love it! Alfie,positive
sad* mom had to go to hospital. happy birthday grandma thanks for going with mom,negative
Filled in the application - see what happens  ww.5thgrader.com.au via @DHughesy,positive
@mariahcolby she doesn't want to.,negative
On his break. Can't wait till he's off @ 11...but opening tomorrow at 930,negative
@NathanBrookman ahh I have moisture under the screen  trying to get them to give me a new phone haha yeah new 3gs tomoz u not got a iPhone,negative
I'm getting too old for this going out thing!,negative
@Kungjew noooooo dude.  bad news bears. Stay strong buddy!,negative
Toothache,negative
People depres me beyond reason!,negative
@DwightHoward Your smile is worth a bazillion gazillion dollars~thanx for representin with style,positive
"Making decisions SUCK! Why can't I be a little kid again, and someone tell me what to do?",negative
@amontepeque Emily has such a pretty profile! She looks like her hair is really growing now too. Can't wait for Gianna to get hair,positive
"@belllareow nooo, it's a kids showww!",positive
@TheSats awesome performance on LW. Wish I could come see you in Brighton as I'm a brighton boy alas I have work,negative
"@TwiNutter really? bugger! lol oh well, never mind, off I go to delete....  thanks for the heads up!",positive
@KTDP No  I'm not  no1 wanna gimme internet without a civilID! I got a freakin passport n other ids! Lazim civil I'd with them!,negative
totally hot  â« http://blip.fm/~7fqxl,positive
http://twitpic.com/7z7i5 - Kohu-kohu - like urap but with fish - can't eat em,negative
@thestuntdude oh noooo never that! You know ur my tweeples! Tweep tweep baby,positive
is having fun with the traditional family dinner party for Mother's Day...,positive
Preaching RedDot to Student Affairs this morning,positive
@UniiqueChiq I don't know why it won't let me follow her!!,negative
"For direct messages on Twitter, go to Settings (top right) click on notices and choose accordingly.  It's like email. We're concise now!",positive
"if I'm late forgive me...I hust heard that &amp; I love it. Northerners... its good for your health, put some SOUTH in your mouth baby",positive
"@KaraSaysSo huh? Oh, it's a scheme about how to make my mom THINK I'm paying her back for all these purchases  Not exciting XP",positive
isPlayer Has Died! Sorry,negative
"dear morrissey, stop cancelling shows. it bums people out. first ft lauderdale, now oakland.  get it together. thanks &lt;3",negative
ohme @jeanburgess is right.. there is a plane missing  http://bit.ly/syKeg,negative
@DeeBee_ ima bash him  shes mine,positive
Time to head home,negative
ehhh how come i am replying to myself?? this tweetdeck never works properly,negative
Pain killers rock.  Good night all,positive
"Morning, another rainy day in CT, oh yay",negative
My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus),negative
"@JohnnyThomson2 I agree, and the Met is too full and expensive to go out",negative
"@mitchelmusso hey-yo mitchell, i was just wondering does your album come out in the uk? thanks for being an inspiration.  sammiewellens x",positive
HBO doesn't post full episodes  someone wanna record new true blood for me? xD,negative
You're heart is made of STEEL.,negative
"Casualty it is, then",positive
@rebeek   this is  your first public reply,positive
@khlovess22 Electrik Red  But Rich Girl is the shit.,positive
dhoni for FB? how cool,positive
"still got that nagging head ache,  if only i could hammer it out of my head, maybe some more gardening will help",negative
First day of externship was great!!! I learned claims and payments with a new program!!!,positive
Im soooooo excited!! Im off to see Ms Britney Spears thid evening in London...aaarrrggghhh!,positive
Misaligned wheel $$,negative
dong unfollow,positive
going 2the Tomato Fest @Prompt Succor in Chal. miss Bag of Donuts! they wont be there,negative
@italylogue Thats late,negative
@BadAstronomer  Mac is teh greatest.,negative
#goodsex I'm sad and want people to tweet me to make me happier. please  follow and tweet!,negative
Shower time. Then study... Not looking forward to science exam tomorrow morning,negative
@cocoacast that's odd.. I've had that vision everyday for a week    hope you're better at this game,positive
Mann Half Yearly Exams tommorrrow  Better go study,negative
I don't know! I didn't study all day,negative
@MandyKitKat Oh come on now...,positive
"@david_gough @CowgirlJP #followfriday, she is so cool.  Yes I agree",positive
@oliyoung,positive
I only have a few follower? Why?,negative
I cant wait for The Daily Show tonight,positive
Can some in Cupertino please wake and release iPhone OS 3.0 already? I want to play with the new features!,negative
@PlkaDtUmbrlla13 Hooray!!! You won! Hello kitty was the correct answer!!! I will direct message you for your address!!  congrats!,positive
Chick-fil-a. Chicka chicka yeah!,positive
oh i just got quite upset when i found out Miss L has been in hospital  love her too much X,negative
"Thanks guys I had lots of fun, but I was missing rai, gabby, and jess",negative
MY PHONE IS DEAD!!!  guess i'm getting that blackberry sooner than I thought...,negative
"Gorgeous morning, the sun is shinning, blue skies pity I have to go to work",negative
@sintaxasn all the shorts are about on blu ray too. Lifted looks amazing and presto,positive
#myweakness muscles and tats!,positive
"@justEdith omgness..... You had me scared to death, eye thought eye had upset you  and eye made it home in one piece.",negative
in ICT. Next to gay tayyibahhhhhhhh!   DREWWWWWWWW  JESSUUUUUUUUUUUUUUUUUUUUUUUUUUUUU,positive
ok... it's seriously past my bedtime... finally gonna go hug my pillow for the night... i need a man.    jk,negative
"@CulpeperHerbs Thanks for the greywater link, very interesting - my friends think I'm strange taking my watering can into the shower",positive
@canaussiegirl YIKES/GULP  WhereTF were ya?,positive
Is enjoying the warm weather and catching some rays,positive
@librans whatcha gonna cook?? Can I come????,positive
Eastenders is soo boring now!,negative
my itunes doesn't work!,negative
last night I fell while I was taking the trash out... I really hurt my arm but now I am feeling better..need to study really soon!,negative
BAck To Home,negative
"Laying in bed, watching harry potter with my mama",positive
@redsoxmonkey Thanks for sharing. I'm glad you were not hurt.,positive
"Had a good day, time to hit the sack and wake up at 7:45 am! YUCK!",negative
Ordering pizza to a &quot;Warehouse Party&quot; where DJ Chris Houlihan is spinning. Havent been out to support him in a while so I feel guilty!,negative
"@lemonpassion Oh, in the old office? I was in Laguna then, when the rallies were happening.  Sorry about that.",negative
Hunting new shoes,positive
Im gonna start my assignment due on Thursday,positive
"@amy_saunders Yes, I agree, your pic is much better   Enjoy your weekend!",positive
I hate Homemade Ethernet   http://bit.ly/uzMkL /04/27/1216246&amp;from=rss,negative
@projectedtwin  hope everything is okay.,negative
"Damn, my pooch and I missed out on Woofstock",negative
@derogatory fjlsdjf okay so i have an hour commute so it's like... 9hrs+2 for the drive to and from. sobbing  i'm not used to it yet,negative
teatime.,positive
@AnnieDAFG You are FUNNY,positive
@MuddTheFirst Hello there,positive
"Sinatra is the only tool I can wield safely after the 3rd or 4th beer, which is probably why both of the sites that are live are using it",positive
love my new skinny jeans,positive
One of my dimples came loose and fell out  I am so sad...,negative
"@HuntersMama1985 LOL, I was thinking the same thing",positive
i have a HUGE!! trig test in math today . and i work tonight  double bummer. 1 1/2 weeks of school left!,negative
@2crazy2cool2dre I also woke up late  smh almost had a repeat of the last yr LE regents smhx2,negative
I dont want to go to work or do anything in general today.,negative
"i twisted my ankle today, and it was all good until i stopped moving, now the bitch is all swollen and painful.",negative
"HEY FAM. I WILL NOT BE PERFORMING TONIGHT!!! SORRY TO ALL WHO PLANNED ON COMING. IF YOU BOUGHT TIX FROM ME, I HAVE YOUR MONEY. SO SORRY",negative
@stephchua18 Hey you're tweeting again!! Welcome back!,positive
"just found out the Tony awards were June 7th, not July 7th, dang...",negative
@The_White_Owl u welcome  anytime,positive
"@sprinkles_ I feel your pain, indeed. but don't give up, we'll get there too",positive
Dad is getting on my nerves so bad.,negative
Will stuck at Sheraton all day for THE 6TH ASEAN LEADERSHIP FORUM...   http://bit.ly/hzXZE,negative
@mcaro05 &quot;Jeff&quot; twittered about david first kiss but its all fake...but the sad part is its already on blogs and such being spead.,negative
@killmesoftly_,negative
Damn grade 12s. I don't want to get wet.,negative
Carpe diem quam minimum credula postero ï¿½ &quot;Seize the day and place no trust in tomorrow&quot;. Enjoying the long weekend.,positive
eww... three more minutes. didnt study for my tests.  theyre pretty dang hard this time.,negative
@LADYA02 interesting.  that laptop charger was 80 bucks!!,negative
Good-morning Twitters. It looks like it is going to be another scorcher today.,positive
@edaulton sounds like a lovely daughter!,negative
@ChocolateCrazed  i should have gone this year i might be able to go next im not sure thanks btw,negative
@kat8163 My back hurts a lot too tonight.  I think it's going to rain later. :-/ I don't feel like vomiting but I do feel like crying.,negative
@earl7399 WANT NOMS,positive
Got a parking ticket yesterday   The roof is being fixed. A neighbor called in and complained. Going to try to get out of it later today.,negative
@bodylikemind You left us on blog TV  oh well lol who you on skype to?,negative
"@Kaitlin2_2 I usually do my own hair too- saves money. BUT I love going to my stylist, in fact, I need to schedule an appt. now.",positive
Firefox 3.5 RC1 crashes every time upon opening. &quot;Nice.&quot; Guess I'm downgrading,negative
@Franner_tastic Great  cant you twitter from there?,positive
@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,negative
's trying to work through a book called: Integrated Organisational Communication. It's just so super boring,negative
"@ElViejon keep it real. Good luck with that goneness, wherever you go.",positive
heritage cornwall meeting tonight &amp; today's the last day i see my brother before he heads off to edmonton..,negative
@BlowhornOz we already are! Maybe you should #follow some of the people who are playing,positive
that was a good one! earthquake fun,positive
"OK, tired as all eff this morning but must tidy my room! gonna take like 5 hours  awwelllll ciao",negative
Nicola Ruth White. Your stoopid hoegarden burnt my face,negative
@rustyrockets dont worry they will and for what they dont i will  xx,positive
"I miss these daysâ¦ging out in the town, just hanging, drinking, chilling, not too much craziness  http://tumblr.com/xsl1xri73",positive
One email down,positive
@squatbetty Apparently you're OK tomorrow and Tuesday â¦ If you like the heat and sun that is. We vampires/people of Celtic descent don't,negative
@iLoveColbyO thank u for the samness show!!  Ah ok I think you're right! I found this &quot;cherry cherry boom boom&quot; really weird lol,positive
@jockscot Nope but you can help with the cooking,positive
My mom says i have to get off now  goodnight twitters! buy the @Jonasbrothers new CD #LVATT out in stores starting at midnight!(:,negative
had too much fruit punch :] heheh. still talking to juju on skype,positive
off to bed; camp day is tomorrow  washing windows alllllll day.,positive
is off to see Hannah Montana!!  Can't wait to learn the dance!!,positive
Is heading to work n its freezing!,negative
@SmellyMel82 yeyyy we got confused it was supposed to be the last Saturday of the month,negative
"Got through the first day: YAY i made it through the first day  I did have &quot;some&quot; low moments, when i started to http://is.gd/OPvW",positive
I perfected making my own play-doh thanks to Judy's secret recipe! but I miss my MH friends I didn't see today. so did Sebastian.  sigh..,negative
"@tommcfly http://twitpic.com/3ttav do you remember from blackpool? hope you saw it, but you didnt read it out!  boohoo. lots of love!! xxx",negative
@trashlee I am lost. Please help me find a good home.,negative
@riotgrrlie *BID HUGS*  funks are no good...smile for me *big grin*  come on you can do it,positive
Kicking Zombie ass in Left 4 Dead is tons of fun... until you die.,negative
"i canï¿½t blipping some tunes, iï¿½m not on my pc, hope it will be not out of order ... iï¿½m going nuts!",negative
@Desdemina Not that I'm aware of.,positive
@Willie_Day26 IT'S DIFFERENT BUT IN A GOOD WAY I LOVE THEEEEEEE SONGGGGGGGG GOOD CHOICE FOR THE NEXT SINGLE!! LUV U GUYS  LOL,positive
At the TFC game.. Tfc is down 1-0   http://twitpic.com/6rqr8,negative
@LivviFranc I really wanted to see you tho  lemme know the next venue u will be at,negative
"Bored, but very calm",positive
"@mhwalsh I know! its sounds amazing! I wana go, janes is tomorrow!",negative
"@SpicyPrincess you're doing great, just have fun and start listening to those random thoughts you usually ignore.",positive
i don't feel well,negative
+@jasondlee You're better off betting $60 at a casino and buy both than just buying versions. Betting the Wii version won't suck is crazy,positive
ooo the joys of being sober ALL the time  ggggrrrr !,negative
"The Lions lost, not the best game of rugby I've seen.",negative
Having a hard time using Blackberry,negative
@charlcat I like happy Ando face!,positive
I am back in the states. I miss Canada already,negative
Is on my way to the strawberry festival,positive
"@LillyHope1217 lol, it's a volvo. You can't really tell",negative
@sharkara dunno. Maybe the flu. I feel a bitbetter now.,positive
@gregzimmerman Working fine.  #hhrs,positive
@ihatecrayons Ahhhhhh... oooohhhhh... uhhhhhh.... wooooooowwwoooooooo... can this world really be as sad as it fucking seems???  LOL!,positive
today is not my day,negative
Can somebody tell me why can't I see my Friends or Followers list?,negative
Good morning!,positive
@KristenPaints  it's so empty without you guys   I miss you,negative
back to twitter,positive
@Sharon_Corr Thanks so much for the update Sharon! Fanastic we can follow your Tweets! Any news on the 1st single?  Cheers! Mathias,positive
my boss at work is about to change. i hope the new boss is cool. this one was like a buffer from the shit in office. sad,negative
"I am probably the last one, but let's share it",negative
watchin the rays play,negative
and hang out and swim with us the day was really nice  !,positive
i love jdp. that's all there is too it,positive
"Well, I'm back to the housework.    #WhippedHusband",negative
"@kinagrannis wearing them right now ended up buying a 2nd pair haha. Btw my names ariel, thanks for being a big part of a special day",positive
"16 minutes before closing, we made it   @berend @douwesjoerd",positive
Well I don't think anything can be as bad as that pot,positive
Yes! Kamal just walked in the room! Randomly!  Now it will b fun!,positive
"@perrythebirman ooh you followed then unfollowed me, was looking forward to tweeting with you",negative
It's way too beautiful outside to be stuck in an office.,negative
@Lilylauren omfg that sounds brilliant... pity I don't have either at the moment,negative
is going to watch some 'devil wears prada' before bed,positive
Going to work today at the school,positive
@markwalters74 you're no fun,negative
@hsutterby ahhh ok  next follow friday i'll reccomend you to my 70 followers xD,positive
"but i wont, i'm too nice. but i can always dream",positive
Okay I'm up.  I'm thinking a nice hot shower to start the day!    I will be back soon and I'll update about today!,positive
@mmgomezz: alright! 16:30. see you tomorrow! - love u! xoxo,positive
@idlemichael I would take you up on that sir!  Unfortunately I'm away though,negative
I miss my emily.....,negative
@karneee love it! Really its simple i think of a word and put twi on the front i should be more clever,negative
ahhh todays weird because all the seniors are gone. but at least it'll be quiet in homeroom. suck it,positive
I miss my boo,negative
And now the rain has stopped. The lightning was so close  wth. okay to me since it was random i feel like its the end of the world,negative
just made an adjustable camera hand strap from my old camelbak strap! FTW! I lack smart sewing skillz tho  #fb  http://twitpic.com/3job1,negative
@1lovelaura remember that one time my mom decided to cancel my cable ? Yeahhh no MTV  lol,negative
"and i actually wish i was going to my cousins, @TanyaGu and @LydiaGu 's house",negative
Is gutted that she is on holiday for the next LAN party,negative
http://twitpic.com/4f99i - i love this picture. i want to go back.,negative
@fossiloflife Twitter was rather quiet yesterday,positive
"@Lazerman911 there are worse things, hun....",positive
"@negrita I know the thing though is that I really love Madea, she makes me laugh  xo",positive
@waynooooo I was just saying today how much I loved Sims 1... especially Making Magic lol. Just about to try 3,positive
It was really good. We had a change of plans last minute and went to jamaica so no mexico,negative
"@JustTooBusy Nice talking to you Alex,Have a lovely day.Lol",positive
picture doesn't work,negative
"Bon Fire, Ipods, TV outside, hockey game, good food, friends,&amp;  family. perfectt saturday night",positive
@SadDonkey Thank you,positive
"hmmm.... I wake up and find that my home file &amp; xen server is not accessible for any reason.  fun, fun fun....",negative
"I'm never drinking this much caffine again, ICAN'TGETTOSLEEP!!! But I had so  much fun with Rizz &amp; Megz  bffs for lyfe!",positive
is no longer employed by the Colorado Fiscal Policy Institute. What a year it's been,positive
@ChelsieSaid I heard it was awesome,negative
@abbyloranger oh I know that is so sad with the dogs and brooke starts crying,negative
"Save money cooking, then I get sewing class I want to take at Beehive Coop!  http://www.beehiveco-opatlanta.com",positive
so drunk it fucking hurts.  she;s coming home to me.  i lov things. why deos she wanna go america for four months  criessss!,negative
Are the MacBook Pro screens anti glare? I so want to go and work outside,negative
@CarolinaCandee My reply is no,negative
